region;peat_type;tree_type;year;basal_area
south;6;pine;2014;11.9024240036217
south;6;spruce;2014;0.197304063070477
south;6;deciduous;2014;0.906873727188425
south;7;pine;2014;6.63401831004298
south;7;spruce;2014;0.028861832836602
south;7;deciduous;2014;0.434385255449608
north;1;pine;2014;2.56423011473409
north;1;spruce;2014;5.14578706446893
north;1;deciduous;2014;9.10420446799224
north;2;pine;2014;5.98975192397015
north;2;spruce;2014;6.12292021580125
north;2;deciduous;2014;6.71814598528294
north;4;pine;2014;9.83823765731515
north;4;spruce;2014;1.47246409963451
north;4;deciduous;2014;3.2949873680737
north;6;pine;2014;8.80482121545799
north;6;spruce;2014;0.328508976138395
north;6;deciduous;2014;0.946524848279061
north;7;pine;2014;5.08925984704392
north;7;spruce;2014;0.0990051389818946
north;7;deciduous;2014;0.554566712497842
south;1;pine;2015;2.795489239755
south;1;spruce;2015;9.47355943775696
south;1;deciduous;2015;7.99434179388543
south;2;pine;2015;6.44554358593174
south;2;spruce;2015;8.33472401430491
south;2;deciduous;2015;5.71542880716111
south;4;pine;2015;12.6721507920954
south;4;spruce;2015;1.88538971391182
south;4;deciduous;2015;3.29064525880111
south;6;pine;2015;12.020290552097
south;6;spruce;2015;0.205735538367985
south;6;deciduous;2015;0.898837222567355
south;7;pine;2015;6.6284684470885
south;7;spruce;2015;0.0328684900079032
south;7;deciduous;2015;0.449619003210017
north;1;pine;2015;2.52924705184625
north;1;spruce;2015;5.34975035040987
north;1;deciduous;2015;8.81512841883459
north;2;pine;2015;6.12664773403504
north;2;spruce;2015;6.29114414778219
north;2;deciduous;2015;6.78836040351654
north;4;pine;2015;9.92958836327021
north;4;spruce;2015;1.53754448231249
north;4;deciduous;2015;3.44369818497565
north;6;pine;2015;8.89768057565347
north;6;spruce;2015;0.362702006476764
north;6;deciduous;2015;0.964280242167375
north;7;pine;2015;5.17728935125349
north;7;spruce;2015;0.0777287211781862
north;7;deciduous;2015;0.441058380733532
south;1;pine;2016;2.79922643640522
south;1;spruce;2016;9.80543023960829
south;1;deciduous;2016;7.84463852811885
south;2;pine;2016;6.41066924627434
south;2;spruce;2016;8.45108183326728
south;2;deciduous;2016;5.63976452206122
south;4;pine;2016;12.6251011273019
south;4;spruce;2016;1.92095008453523
south;4;deciduous;2016;3.27442223005239
south;6;pine;2016;12.1381571005724
south;6;spruce;2016;0.214167013665493
south;6;deciduous;2016;0.890800717946285
south;7;pine;2016;6.62291858413403
south;7;spruce;2016;0.0368751471792043
south;7;deciduous;2016;0.464852750970427
north;1;pine;2016;2.49426398895841
north;1;spruce;2016;5.55371363635081
north;1;deciduous;2016;8.52605236967694
north;2;pine;2016;6.26354354409994
north;2;spruce;2016;6.45936807976313
north;2;deciduous;2016;6.85857482175014
north;4;pine;2016;10.0209390692253
north;4;spruce;2016;1.60262486499047
north;4;deciduous;2016;3.5924090018776
north;6;pine;2016;8.99053993584894
north;6;spruce;2016;0.396895036815133
north;6;deciduous;2016;0.982035636055688
north;7;pine;2016;5.26531885546306
north;7;spruce;2016;0.0564523033744779
north;7;deciduous;2016;0.327550048969222
south;1;pine;2017;2.8159455060826
south;1;spruce;2017;9.97608846333008
south;1;deciduous;2017;7.97578084602712
south;2;pine;2017;6.42463027048904
south;2;spruce;2017;8.39541761475511
south;2;deciduous;2017;5.51760096331562
south;4;pine;2017;12.5035920475267
south;4;spruce;2017;1.95576478931694
south;4;deciduous;2017;3.2761148889744
south;6;pine;2017;12.2045056147899
south;6;spruce;2017;0.202950272168336
south;6;deciduous;2017;0.874079354344037
south;7;pine;2017;6.84996837483711
south;7;spruce;2017;0.0276563603844032
south;7;deciduous;2017;0.363262743154129
north;1;pine;2017;2.73111797896588
north;1;spruce;2017;5.48900566606238
north;1;deciduous;2017;8.24542693838695
north;2;pine;2017;6.21546680932759
north;2;spruce;2017;6.27722446862948
north;2;deciduous;2017;6.73251268732778
north;4;pine;2017;10.0006333703204
north;4;spruce;2017;1.6662534713016
north;4;deciduous;2017;3.53400726289345
north;6;pine;2017;9.03158320174833
north;6;spruce;2017;0.405722109785605
north;6;deciduous;2017;0.962729986453069
north;7;pine;2017;5.36844909133133
north;7;spruce;2017;0.0423392275308584
north;7;deciduous;2017;0.365063183441997
south;1;pine;2018;2.83266457575999
south;1;spruce;2018;10.1467466870519
south;1;deciduous;2018;8.1069231639354
south;2;pine;2018;6.43859129470374
south;2;spruce;2018;8.33975339624294
south;2;deciduous;2018;5.39543740457001
south;4;pine;2018;12.3820829677515
south;4;spruce;2018;1.99057949409865
south;4;deciduous;2018;3.27780754789641
south;6;pine;2018;12.2708541290074
south;6;spruce;2018;0.191733530671179
south;6;deciduous;2018;0.857357990741789
south;7;pine;2018;7.07701816554019
south;7;spruce;2018;0.0184375735896021
south;7;deciduous;2018;0.261672735337832
north;1;pine;2018;2.96797196897336
north;1;spruce;2018;5.42429769577395
north;1;deciduous;2018;7.96480150709697
north;2;pine;2018;6.16739007455524
north;2;spruce;2018;6.09508085749583
north;2;deciduous;2018;6.60645055290541
north;4;pine;2018;9.98032767141552
north;4;spruce;2018;1.72988207761272
north;4;deciduous;2018;3.47560552390929
north;6;pine;2018;9.07262646764773
north;6;spruce;2018;0.414549182756076
north;6;deciduous;2018;0.94342433685045
north;7;pine;2018;5.4715793271996
north;7;spruce;2018;0.0282261516872389
north;7;deciduous;2018;0.402576317914772
south;1;pine;2019;2.84938364543737
south;1;spruce;2019;10.3174049107736
south;1;deciduous;2019;8.23806548184367
south;2;pine;2019;6.45255231891843
south;2;spruce;2019;8.28408917773077
south;2;deciduous;2019;5.2732738458244
south;4;pine;2019;12.2605738879763
south;4;spruce;2019;2.02539419888035
south;4;deciduous;2019;3.27950020681841
south;6;pine;2019;12.3372026432248
south;6;spruce;2019;0.180516789174022
south;6;deciduous;2019;0.840636627139541
south;7;pine;2019;7.30406795624327
south;7;spruce;2019;0.00921878679480106
south;7;deciduous;2019;0.160082727521534
north;1;pine;2019;3.20482595898083
north;1;spruce;2019;5.35958972548552
north;1;deciduous;2019;7.68417607580699
north;2;pine;2019;6.1193133397829
north;2;spruce;2019;5.91293724636218
north;2;deciduous;2019;6.48038841848305
north;4;pine;2019;9.96002197251065
north;4;spruce;2019;1.79351068392384
north;4;deciduous;2019;3.41720378492514
north;6;pine;2019;9.11366973354712
north;6;spruce;2019;0.423376255726547
north;6;deciduous;2019;0.924118687247831
north;7;pine;2019;5.57470956306787
north;7;spruce;2019;0.0141130758436195
north;7;deciduous;2019;0.440089452387548
south;1;pine;2020;2.86610271511475
south;1;spruce;2020;10.4880631344954
south;1;deciduous;2020;8.36920779975194
south;2;pine;2020;6.46651334313313
south;2;spruce;2020;8.22842495921859
south;2;deciduous;2020;5.15111028707879
south;4;pine;2020;12.1390648082012
south;4;spruce;2020;2.06020890366206
south;4;deciduous;2020;3.28119286574042
south;6;pine;2020;12.4035511574423
south;6;spruce;2020;0.169300047676865
south;6;deciduous;2020;0.823915263537293
south;7;pine;2020;7.53111774694635
south;7;spruce;2020;0
south;7;deciduous;2020;0.0584927197052371
north;1;pine;2020;3.4416799489883
north;1;spruce;2020;5.29488175519709
north;1;deciduous;2020;7.40355064451701
north;2;pine;2020;6.07123660501055
north;2;spruce;2020;5.73079363522853
north;2;deciduous;2020;6.35432628406068
north;4;pine;2020;9.93971627360578
north;4;spruce;2020;1.85713929023496
north;4;deciduous;2020;3.35880204594099
north;6;pine;2020;9.15471299944652
north;6;spruce;2020;0.432203328697019
north;6;deciduous;2020;0.904813037645211
north;7;pine;2020;5.67783979893614
north;7;spruce;2020;0
north;7;deciduous;2020;0.477602586860323
south;1;pine;2021;2.86610271511475
south;1;spruce;2021;10.4880631344954
south;1;deciduous;2021;8.36920779975194
south;2;pine;2021;6.46651334313313
south;2;spruce;2021;8.22842495921859
south;2;deciduous;2021;5.15111028707879
south;4;pine;2021;12.1390648082012
south;4;spruce;2021;2.06020890366206
south;4;deciduous;2021;3.28119286574042
south;6;pine;2021;12.4035511574423
south;6;spruce;2021;0.169300047676865
south;6;deciduous;2021;0.823915263537293
south;7;pine;2021;7.53111774694635
south;7;spruce;2021;0
south;7;deciduous;2021;0.0584927197052371
north;1;pine;2021;3.4416799489883
north;1;spruce;2021;5.29488175519709
north;1;deciduous;2021;7.40355064451701
north;2;pine;2021;6.07123660501055
north;2;spruce;2021;5.73079363522853
north;2;deciduous;2021;6.35432628406068
north;4;pine;2021;9.93971627360578
north;4;spruce;2021;1.85713929023496
north;4;deciduous;2021;3.35880204594099
north;6;pine;2021;9.15471299944652
north;6;spruce;2021;0.432203328697019
north;6;deciduous;2021;0.904813037645211
north;7;pine;2021;5.67783979893614
north;7;spruce;2021;0
north;7;deciduous;2021;0.477602586860323
south;1;pine;2022;2.86610271511475
south;1;spruce;2022;10.4880631344954
south;1;deciduous;2022;8.36920779975194
south;2;pine;2022;6.46651334313313
south;2;spruce;2022;8.22842495921859
south;2;deciduous;2022;5.15111028707879
south;4;pine;2022;12.1390648082012
south;4;spruce;2022;2.06020890366206
south;4;deciduous;2022;3.28119286574042
south;6;pine;2022;12.4035511574423
south;6;spruce;2022;0.169300047676865
south;6;deciduous;2022;0.823915263537293
south;7;pine;2022;7.53111774694635
south;7;spruce;2022;0
south;7;deciduous;2022;0.0584927197052371
north;1;pine;2022;3.4416799489883
north;1;spruce;2022;5.29488175519709
north;1;deciduous;2022;7.40355064451701
north;2;pine;2022;6.07123660501055
north;2;spruce;2022;5.73079363522853
north;2;deciduous;2022;6.35432628406068
north;4;pine;2022;9.93971627360578
north;4;spruce;2022;1.85713929023496
north;4;deciduous;2022;3.35880204594099
north;6;pine;2022;9.15471299944652
north;6;spruce;2022;0.432203328697019
north;6;deciduous;2022;0.904813037645211
north;7;pine;2022;5.67783979893614
north;7;spruce;2022;0
north;7;deciduous;2022;0.477602586860323
