region;tkg;species;component;year;bm
1;7;3;6;1990;0.0386642086600412
1;7;3;7;1990;0.125247794569742
2;1;1;1;1990;4.7017752960092
2;1;1;2;1990;0.55451417526751
2;1;1;3;1990;1.30149756996337
2;1;1;4;1990;0.566063100338116
2;1;1;5;1990;0.291434681924564
2;1;1;6;1990;0.5261345641308
2;1;1;7;1990;1.44687411322296
2;1;2;1;1990;4.00087323854865
2;1;2;2;1990;0.669742041835775
2;1;2;3;1990;2.02852357489715
2;1;2;4;1990;1.54157169419912
2;1;2;5;1990;0.218979140525423
2;1;2;6;1990;0.544817598530919
2;1;2;7;1990;2.3131216781255
2;1;3;1;1990;15.6062563624091
2;1;3;2;1990;3.59964889118599
2;1;3;3;1990;4.90669682341149
2;1;3;4;1990;1.79879552436258
2;1;3;5;1990;0.381762115919234
2;1;3;6;1990;2.18682238431104
2;1;3;7;1990;6.60607221167658
2;2;1;1;1990;6.63568972835822
2;2;1;2;1990;0.872445327763245
2;2;1;3;1990;1.81011738760614
2;2;1;4;1990;0.824576274957437
2;2;1;5;1990;0.39240128212063
2;2;1;6;1990;0.728474027337043
2;2;1;7;1990;1.94824038106472
2;2;2;1;1990;5.5657495775713
2;2;2;2;1990;0.80024629288306
2;2;2;3;1990;2.20921850625879
2;2;2;4;1990;1.62057902612995
2;2;2;5;1990;0.281906498661456
2;2;2;6;1990;0.624384176724881
2;2;2;7;1990;2.64566375083126
2;2;3;1;1990;10.6299516932489
2;2;3;2;1990;2.41583193145705
2;2;3;3;1990;3.05667884767432
2;2;3;4;1990;1.11570055811028
2;2;3;5;1990;0.212735914434858
2;2;3;6;1990;1.50910532184849
2;2;3;7;1990;4.84901433479016
2;4;1;1;1990;9.79856836014835
2;4;1;2;1990;1.53010959252089
2;4;1;3;1990;2.95812645698658
2;4;1;4;1990;1.44746627810552
2;4;1;5;1990;0.605755338827457
2;4;1;6;1990;1.12768912063852
2;4;1;7;1990;2.90446912629264
2;4;2;1;1990;0.851822293596925
2;4;2;2;1990;0.154321924575617
2;4;2;3;1990;0.477395923153843
2;4;2;4;1990;0.378656116104366
2;4;2;5;1990;0.0557710222931824
2;4;2;6;1990;0.12413916671116
2;4;2;7;1990;0.567865570439622
2;4;3;1;1990;3.50492589416939
2;4;3;2;1990;0.830530270572686
2;4;3;3;1990;1.09172246941072
2;4;3;4;1990;0.446711666500258
2;4;3;5;1990;0.114742694319737
2;4;3;6;1990;0.566192382379214
2;4;3;7;1990;1.73094982987959
2;6;1;1;1990;6.99888845930002
2;6;1;2;1990;1.34440576128884
2;6;1;3;1990;2.50641288733937
2;6;1;4;1990;1.30736925671462
2;6;1;5;1990;0.472812460759222
2;6;1;6;1990;0.87876959344333
2;6;1;7;1990;2.18033789695203
2;6;2;1;1990;0.199083582469402
2;6;2;2;1990;0.0490553996767735
2;6;2;3;1990;0.15618356428921
2;6;2;4;1990;0.155045509875599
2;6;2;5;1990;0.016548905273559
2;6;2;6;1990;0.0432312693443104
2;6;2;7;1990;0.213384685561707
2;6;3;1;1990;0.481922861089913
2;6;3;2;1990;0.139554315587333
2;6;3;3;1990;0.213948570509583
2;6;3;4;1990;0.0964128448048083
2;6;3;5;1990;0.0248156871301048
2;6;3;6;1990;0.124606532119337
2;6;3;7;1990;0.306481403681595
2;7;1;1;1990;6.68800698082146
2;7;1;2;1990;1.62892920717377
2;7;1;3;1990;2.44000034835096
2;7;1;4;1990;1.51318964613699
2;7;1;5;1990;0.561167555752679
2;7;1;6;1990;0.857518274213632
2;7;1;7;1990;2.029668113421
2;7;2;1;1990;0.552393703966601
2;7;2;2;1990;0.181949340383319
2;7;2;3;1990;0.135641119957402
2;7;2;4;1990;0.106139432485019
2;7;2;5;1990;0.059883154245723
2;7;2;6;1990;0.0601517873302999
2;7;2;7;1990;0.1364868534707
2;7;3;1;1990;0.289735643865235
2;7;3;2;1990;0.0604075680881753
2;7;3;3;1990;0.135548249704666
2;7;3;4;1990;0.128585606097808
2;7;3;5;1990;0.00528755578691209
2;7;3;6;1990;0.049367730019803
2;7;3;7;1990;0.128653344607716
1;1;1;1;1991;6.39648819064047
1;1;1;2;1991;0.48660059566406
1;1;1;3;1991;1.21131927293844
1;1;1;4;1991;0.473850753862073
1;1;1;5;1991;0.331712220046081
1;1;1;6;1991;0.585767643143103
1;1;1;7;1991;1.7764739039789
1;1;2;1;1991;19.6290355915216
1;1;2;2;1991;2.36182078075681
1;1;2;3;1991;6.57925734755449
1;1;2;4;1991;4.59967427701075
1;1;2;5;1991;0.781210151211109
1;1;2;6;1991;2.01635398710144
1;1;2;7;1991;7.76941155160655
1;1;3;1;1991;20.1679133099457
1;1;3;2;1991;3.52195354228893
1;1;3;3;1991;4.78653099140236
1;1;3;4;1991;1.40194040066916
1;1;3;5;1991;0.219049738457766
1;1;3;6;1991;2.15692565676661
1;1;3;7;1991;7.20157623430217
1;2;1;1;1991;12.2607312535491
1;2;1;2;1991;1.02088117070933
1;2;1;3;1991;2.27298163698869
1;2;1;4;1991;0.91539827972209
1;2;1;5;1991;0.547506552912639
1;2;1;6;1991;1.12893058089523
1;2;1;7;1991;3.35897675636701
1;2;2;1;1991;19.6715511374164
1;2;2;2;1991;2.46293055345894
1;2;2;3;1991;6.79613000373093
1;2;2;4;1991;4.92024738942488
1;2;2;5;1991;0.839060901656876
1;2;2;6;1991;1.98917091613807
1;2;2;7;1991;8.04747728467421
1;2;3;1;1991;15.1204964216789
1;2;3;2;1991;2.77971838566365
1;2;3;3;1991;3.56675012296533
1;2;3;4;1991;1.04676441113878
1;2;3;5;1991;0.128479899702284
1;2;3;6;1991;1.72970081543379
1;2;3;7;1991;5.8603765862132
1;4;1;1;1991;20.5399742036155
1;4;1;2;1991;2.19612110002758
1;4;1;3;1991;4.49608353785174
1;4;1;4;1991;2.07603478330702
1;4;1;5;1991;0.926329019122254
1;4;1;6;1991;1.9880762618382
1;4;1;7;1991;5.48577965561969
1;4;2;1;1991;2.36417415114017
1;4;2;2;1991;0.349866534293422
1;4;2;3;1991;1.02416455970004
1;4;2;4;1991;0.832367608951368
1;4;2;5;1991;0.115325391371304
1;4;2;6;1991;0.280086815600865
1;4;2;7;1991;1.22289295291067
1;4;3;1;1991;6.48923483898074
1;4;3;2;1991;1.27003703519612
1;4;3;3;1991;1.74215542696081
1;4;3;4;1991;0.615015105257924
1;4;3;5;1991;0.0830782514110525
1;4;3;6;1991;0.906793922181629
1;4;3;7;1991;2.95649741281138
1;6;1;1;1991;13.13786329381
1;6;1;2;1991;1.949268454094
1;6;1;3;1991;3.76611781967225
1;6;1;4;1991;1.8783991129619
1;6;1;5;1991;0.6991166163876
1;6;1;6;1991;1.45871273831283
1;6;1;7;1991;3.78986054171691
1;6;2;1;1991;0.14054420476327
1;6;2;2;1991;0.026472438305172
1;6;2;3;1991;0.0756720568301109
1;6;2;4;1991;0.0679279245938728
1;6;2;5;1991;0.00989485021426163
1;6;2;6;1991;0.0217825513156411
1;6;2;7;1991;0.104413304079106
1;6;3;1;1991;1.15827336209462
1;6;3;2;1991;0.253226884528652
1;6;3;3;1991;0.372503122417874
1;6;3;4;1991;0.14273059001434
1;6;3;5;1991;0.0428316415147212
1;6;3;6;1991;0.215355347214977
1;6;3;7;1991;0.633830998496332
1;7;1;1;1991;6.32145339976306
1;7;1;2;1991;1.26328674932527
1;7;1;3;1991;2.17073581073
1;7;1;4;1991;1.20981865525744
1;7;1;5;1991;0.501381690033076
1;7;1;6;1991;0.772166340449786
1;7;1;7;1991;1.87841993905685
1;7;2;1;1991;0.0474231092560548
1;7;2;2;1991;0.00957818163322605
1;7;2;3;1991;0.0196570495446341
1;7;2;4;1991;0.0173161321756876
1;7;2;5;1991;0.00389278553796409
1;7;2;6;1991;0.0066965224013414
1;7;2;7;1991;0.0253555142587454
1;7;3;1;1991;0.238347303526328
1;7;3;2;1991;0.0507281538296594
1;7;3;3;1991;0.0971658652941606
1;7;3;4;1991;0.0704012162178449
1;7;3;5;1991;0.00863447621666117
1;7;3;6;1991;0.0349114726256589
1;7;3;7;1991;0.112510030118671
2;1;1;1;1991;4.63250893394678
2;1;1;2;1991;0.542420760568373
2;1;1;3;1991;1.27620663811622
2;1;1;4;1991;0.554462490801452
2;1;1;5;1991;0.284709318954334
2;1;1;6;1991;0.516929568125811
2;1;1;7;1991;1.42424692057527
2;1;2;1;1991;4.24363544210723
2;1;2;2;1991;0.702248697911912
2;1;2;3;1991;2.13494280601205
2;1;2;4;1991;1.61976559221222
2;1;2;5;1991;0.227777723989618
2;1;2;6;1991;0.570989109587451
2;1;2;7;1991;2.41449774915873
2;1;3;1;1991;16.1351857381887
2;1;3;2;1991;3.62717197307295
2;1;3;3;1991;4.97173776475574
2;1;3;4;1991;1.80423455564227
2;1;3;5;1991;0.385572839588097
2;1;3;6;1991;2.22428461889143
2;1;3;7;1991;6.75880581168695
2;2;1;1;1991;7.05913874740259
2;2;1;2;1991;0.910199163351862
2;2;1;3;1991;1.89583764308318
2;2;1;4;1991;0.859147454375261
2;2;1;5;1991;0.411378856875686
2;2;1;6;1991;0.771475307038699
2;2;1;7;1991;2.07393502633502
2;2;2;1;1991;5.75131474762946
2;2;2;2;1991;0.830695587483724
2;2;2;3;1991;2.309697735481
2;2;2;4;1991;1.70461453290503
2;2;2;5;1991;0.290534592897764
2;2;2;6;1991;0.649592437641004
2;2;2;7;1991;2.75285926745417
2;2;3;1;1991;10.8663672269217
2;2;3;2;1991;2.42129087029255
2;2;3;3;1991;3.09661318658316
2;2;3;4;1991;1.12292640807313
2;2;3;5;1991;0.214680003302881
2;2;3;6;1991;1.52722990349161
2;2;3;7;1991;4.91014132523664
2;4;1;1;1991;10.2533989585907
2;4;1;2;1991;1.57381630207267
2;4;1;3;1991;3.04824385772559
2;4;1;4;1991;1.48124592747078
2;4;1;5;1991;0.628304950247937
2;4;1;6;1991;1.17346823694591
2;4;1;7;1991;3.03248400442251
2;4;2;1;1991;0.897060724903426
2;4;2;2;1991;0.16195734368689
2;4;2;3;1991;0.501591994805047
2;4;2;4;1991;0.40260670195952
2;4;2;5;1991;0.0573990211701392
2;4;2;6;1991;0.130274556714378
2;4;2;7;1991;0.595611305060423
2;4;3;1;1991;3.57835717394721
2;4;3;2;1991;0.833622818402966
2;4;3;3;1991;1.11112622022883
2;4;3;4;1991;0.451863827664198
2;4;3;5;1991;0.112323509720089
2;4;3;6;1991;0.580381555736153
2;4;3;7;1991;1.7784872196407
2;6;1;1;1991;7.194390021765
2;6;1;2;1991;1.3699279092068
2;6;1;3;1991;2.54124628452026
2;6;1;4;1991;1.31858517018653
2;6;1;5;1991;0.493292963033198
2;6;1;6;1991;0.899780620521604
2;6;1;7;1991;2.23584626704194
2;6;2;1;1991;0.195104208143881
2;6;2;2;1991;0.0473108636348489
2;6;2;3;1991;0.151428343441465
2;6;2;4;1991;0.148542094888136
2;6;2;5;1991;0.0157883715636606
2;6;2;6;1991;0.0414714181419815
2;6;2;7;1991;0.203863517971147
2;6;3;1;1991;0.539199211499039
2;6;3;2;1991;0.147535510706142
2;6;3;3;1991;0.228643092886816
2;6;3;4;1991;0.10235817684026
2;6;3;5;1991;0.025582790243996
2;6;3;6;1991;0.133972394180951
2;6;3;7;1991;0.3375889722452
2;7;1;1;1991;6.39796329947421
2;7;1;2;1991;1.54882578439464
2;7;1;3;1991;2.30691115939345
2;7;1;4;1991;1.42415685718149
2;7;1;5;1991;0.549530095600289
2;7;1;6;1991;0.817631349837654
2;7;1;7;1991;1.94205831481511
2;7;2;1;1991;0.50636089530272
2;7;2;2;1991;0.166786895351375
2;7;2;3;1991;0.124337693294283
2;7;2;4;1991;0.0972944797779327
2;7;2;5;1991;0.054892891391912
2;7;2;6;1991;0.0551391383861084
2;7;2;7;1991;0.12511294901481
2;7;3;1;1991;0.265591006876463
2;7;3;2;1991;0.0553736040808275
2;7;3;3;1991;0.124252562229277
2;7;3;4;1991;0.117870138922989
2;7;3;5;1991;0.00484692613800275
2;7;3;6;1991;0.0452537525181533
2;7;3;7;1991;0.117932232557074
1;1;1;1;1992;6.38751940847091
1;1;1;2;1992;0.481612343698592
1;1;1;3;1992;1.19876678746882
1;1;1;4;1992;0.465870424895866
1;1;1;5;1992;0.328196169061429
1;1;1;6;1992;0.582949345116474
1;1;1;7;1992;1.77438136485649
1;1;2;1;1992;20.0190559133788
1;1;2;2;1992;2.41559994990921
1;1;2;3;1992;6.70556411566089
1;1;2;4;1992;4.67916575555139
1;1;2;5;1992;0.803068139895522
1;1;2;6;1992;2.0641052270528
1;1;2;7;1992;7.94766817334097
1;1;3;1;1992;20.5448880242641
1;1;3;2;1992;3.55748367366051
1;1;3;3;1992;4.82583975237479
1;1;3;4;1992;1.40988079628873
1;1;3;5;1992;0.215497538169797
1;1;3;6;1992;2.1731370128772
1;1;3;7;1992;7.28733949953783
1;2;1;1;1992;12.8191578399603
1;2;1;2;1992;1.06455531332811
1;2;1;3;1992;2.37541066011003
1;2;1;4;1992;0.950885368276949
1;2;1;5;1992;0.5687981099446
1;2;1;6;1992;1.1790877968165
1;2;1;7;1992;3.51051051314168
1;2;2;1;1992;19.3922788313666
1;2;2;2;1992;2.43675066078085
1;2;2;3;1992;6.6847908727087
1;2;2;4;1992;4.85053711211899
1;2;2;5;1992;0.834199897087843
1;2;2;6;1992;1.96930999558522
1;2;2;7;1992;7.96916163107394
1;2;3;1;1992;15.2142625796791
1;2;3;2;1992;2.77436888886031
1;2;3;3;1992;3.56671677082072
1;2;3;4;1992;1.05042694311661
1;2;3;5;1992;0.133946472029178
1;2;3;6;1992;1.74354162613507
1;2;3;7;1992;5.90601603590054
1;4;1;1;1992;21.1639627244199
1;4;1;2;1992;2.24061086742911
1;4;1;3;1992;4.58499514949805
1;4;1;4;1992;2.09210732317616
1;4;1;5;1992;0.9562339083373
1;4;1;6;1992;2.04385590954799
1;4;1;7;1992;5.65460299032341
1;4;2;1;1992;2.41015833854609
1;4;2;2;1992;0.359789621055343
1;4;2;3;1992;1.04753480680576
1;4;2;4;1992;0.854548460380094
1;4;2;5;1992;0.119297411725955
1;4;2;6;1992;0.288629110623168
1;4;2;7;1992;1.26447877328158
1;4;3;1;1992;6.66037634042085
1;4;3;2;1992;1.29079402690524
1;4;3;3;1992;1.76828753047084
1;4;3;4;1992;0.622188529986522
1;4;3;5;1992;0.0887102352705309
1;4;3;6;1992;0.923744474331079
1;4;3;7;1992;3.02569348969155
1;6;1;1;1992;13.6330832485919
1;6;1;2;1992;2.00256064894087
1;6;1;3;1992;3.84715375720537
1;6;1;4;1992;1.90139660137444
1;6;1;5;1992;0.734042863870286
1;6;1;6;1992;1.50614041679667
1;6;1;7;1992;3.91836637885598
1;6;2;1;1992;0.142213626857295
1;6;2;2;1992;0.0273285017067049
1;6;2;3;1992;0.0775954135540148
1;6;2;4;1992;0.0698675712318469
1;6;2;5;1992;0.0104720687585511
1;6;2;6;1992;0.0227345824537132
1;6;2;7;1992;0.109609736044559
1;6;3;1;1992;1.18621470181353
1;6;3;2;1992;0.260201043637216
1;6;3;3;1992;0.38078599248015
1;6;3;4;1992;0.146439726686991
1;6;3;5;1992;0.0447437696473749
1;6;3;6;1992;0.226134181652168
1;6;3;7;1992;0.664556970925615
1;7;1;1;1992;6.26514171138199
1;7;1;2;1992;1.24996985540222
1;7;1;3;1992;2.15353905267941
1;7;1;4;1992;1.18753811292247
1;7;1;5;1992;0.495290346707121
1;7;1;6;1992;0.767989006343655
1;7;1;7;1992;1.87069710928141
1;7;2;1;1992;0.0406483793623327
1;7;2;2;1992;0.00820986997133661
1;7;2;3;1992;0.0168488996096864
1;7;2;4;1992;0.0148423990077323
1;7;2;5;1992;0.00333667331825493
1;7;2;6;1992;0.00573987634400691
1;7;2;7;1992;0.0217332979360675
1;7;3;1;1992;0.213000424235916
1;7;3;2;1992;0.0454626787820634
1;7;3;3;1992;0.0879467305204759
1;7;3;4;1992;0.0628218717408486
1;7;3;5;1992;0.00741959624086761
1;7;3;6;1992;0.0311587365912767
1;7;3;7;1992;0.0997722656675997
2;1;1;1;1992;4.56324257188433
2;1;1;2;1992;0.530327345869232
2;1;1;3;1992;1.25091570626906
2;1;1;4;1992;0.542861881264788
2;1;1;5;1992;0.277983955984103
2;1;1;6;1992;0.507724572120821
2;1;1;7;1992;1.40161972792758
2;1;2;1;1992;4.48639764566582
2;1;2;2;1992;0.734755353988064
2;1;2;3;1992;2.24136203712692
2;1;2;4;1992;1.69795949022532
2;1;2;5;1992;0.236576307453813
2;1;2;6;1992;0.597160620643983
2;1;2;7;1992;2.51587382019193
2;1;3;1;1992;16.6641151139686
2;1;3;2;1992;3.65469505495989
2;1;3;3;1992;5.03677870609997
2;1;3;4;1992;1.80967358692196
2;1;3;5;1992;0.38938356325696
2;1;3;6;1992;2.26174685347181
2;1;3;7;1992;6.91153941169733
2;2;1;1;1992;7.48258776644684
2;2;1;2;1992;0.947952998940465
2;2;1;3;1992;1.98155789856025
2;2;1;4;1992;0.893718633793085
2;2;1;5;1992;0.430356431630742
2;2;1;6;1992;0.814476586740341
2;2;1;7;1992;2.19962967160532
2;2;2;1;1992;5.93687991768769
2;2;2;2;1992;0.861144882084382
2;2;2;3;1992;2.4101769647032
2;2;2;4;1992;1.78865003968014
2;2;2;5;1992;0.299162687134068
2;2;2;6;1992;0.674800698557121
2;2;2;7;1992;2.86005478407711
2;2;3;1;1992;11.1027827605946
2;2;3;2;1992;2.42674980912804
2;2;3;3;1992;3.13654752549199
2;2;3;4;1992;1.13015225803598
2;2;3;5;1992;0.216624092170905
2;2;3;6;1992;1.54535448513472
2;2;3;7;1992;4.97126831568312
2;4;1;1;1992;10.7082295570331
2;4;1;2;1992;1.61752301162446
2;4;1;3;1992;3.13836125846461
2;4;1;4;1992;1.51502557683604
2;4;1;5;1992;0.650854561668424
2;4;1;6;1992;1.21924735325329
2;4;1;7;1992;3.16049888255236
2;4;2;1;1992;0.942299156209941
2;4;2;2;1992;0.169592762798162
2;4;2;3;1992;0.525788066456251
2;4;2;4;1992;0.426557287814674
2;4;2;5;1992;0.0590270200470959
2;4;2;6;1992;0.136409946717594
2;4;2;7;1992;0.623357039681231
2;4;3;1;1992;3.65178845372503
2;4;3;2;1992;0.836715366233246
2;4;3;3;1992;1.13052997104695
2;4;3;4;1992;0.457015988828138
2;4;3;5;1992;0.10990432512044
2;4;3;6;1992;0.594570729093096
2;4;3;7;1992;1.8260246094018
2;6;1;1;1992;7.38989158423004
2;6;1;2;1992;1.39545005712476
2;6;1;3;1992;2.57607968170115
2;6;1;4;1992;1.32980108365845
2;6;1;5;1992;0.513773465307175
2;6;1;6;1992;0.92079164759987
2;6;1;7;1992;2.29135463713186
2;6;2;1;1992;0.19112483381836
2;6;2;2;1992;0.0455663275929243
2;6;2;3;1992;0.14667312259372
2;6;2;4;1992;0.142038679900672
2;6;2;5;1992;0.0150278378537623
2;6;2;6;1992;0.0397115669396526
2;6;2;7;1992;0.194342350380587
2;6;3;1;1992;0.596475561908179
2;6;3;2;1992;0.155516705824953
2;6;3;3;1992;0.24333761526405
2;6;3;4;1992;0.108303508875712
2;6;3;5;1992;0.0263498933578872
2;6;3;6;1992;0.143338256242568
2;6;3;7;1992;0.368696540808813
2;7;1;1;1992;6.10791961812706
2;7;1;2;1992;1.46872236161554
2;7;1;3;1992;2.17382197043604
2;7;1;4;1992;1.33512406822602
2;7;1;5;1992;0.537892635447905
2;7;1;6;1992;0.777744425461685
2;7;1;7;1992;1.85444851620927
2;7;2;1;1992;0.460328086638858
2;7;2;2;1992;0.151624450319434
2;7;2;3;1992;0.113034266631172
2;7;2;4;1992;0.0884495270708509
2;7;2;5;1992;0.0499026285381041
2;7;2;6;1992;0.0501264894419179
2;7;2;7;1992;0.113739044558921
2;7;3;1;1992;0.241446369887707
2;7;3;2;1992;0.050339640073481
2;7;3;3;1992;0.112956874753895
2;7;3;4;1992;0.107154671748176
2;7;3;5;1992;0.00440629648909356
2;7;3;6;1992;0.0411397750165043
2;7;3;7;1992;0.107211120506434
1;1;1;1;1993;6.37855062630134
1;1;1;2;1993;0.476624091733125
1;1;1;3;1993;1.18621430199921
1;1;1;4;1993;0.45789009592966
1;1;1;5;1993;0.324680118076776
1;1;1;6;1993;0.580131047089845
1;1;1;7;1993;1.77228882573407
1;1;2;1;1993;20.409076235236
1;1;2;2;1993;2.4693791190616
1;1;2;3;1993;6.8318708837673
1;1;2;4;1993;4.75865723409203
1;1;2;5;1993;0.824926128579935
1;1;2;6;1993;2.11185646700415
1;1;2;7;1993;8.12592479507539
1;1;3;1;1993;20.9218627385825
1;1;3;2;1993;3.59301380503208
1;1;3;3;1993;4.86514851334722
1;1;3;4;1993;1.41782119190831
1;1;3;5;1993;0.211945337881827
1;1;3;6;1993;2.18934836898779
1;1;3;7;1993;7.3731027647735
1;2;1;1;1993;13.3775844263714
1;2;1;2;1993;1.10822945594688
1;2;1;3;1993;2.47783968323137
1;2;1;4;1993;0.986372456831807
1;2;1;5;1993;0.590089666976561
1;2;1;6;1993;1.22924501273777
1;2;1;7;1993;3.66204426991635
1;2;2;1;1993;19.1130065253168
1;2;2;2;1993;2.41057076810277
1;2;2;3;1993;6.57345174168647
1;2;2;4;1993;4.7808268348131
1;2;2;5;1993;0.829338892518811
1;2;2;6;1993;1.94944907503238
1;2;2;7;1993;7.89084597747367
1;2;3;1;1993;15.3080287376793
1;2;3;2;1993;2.76901939205698
1;2;3;3;1993;3.5666834186761
1;2;3;4;1993;1.05408947509444
1;2;3;5;1993;0.139413044356073
1;2;3;6;1993;1.75738243683635
1;2;3;7;1993;5.95165548558789
1;4;1;1;1993;21.7879512452244
1;4;1;2;1993;2.28510063483064
1;4;1;3;1993;4.67390676114435
1;4;1;4;1993;2.1081798630453
1;4;1;5;1993;0.986138797552345
1;4;1;6;1993;2.09963555725777
1;4;1;7;1993;5.82342632502714
1;4;2;1;1993;2.45614252595201
1;4;2;2;1993;0.369712707817263
1;4;2;3;1993;1.07090505391148
1;4;2;4;1993;0.876729311808821
1;4;2;5;1993;0.123269432080606
1;4;2;6;1993;0.297171405645471
1;4;2;7;1993;1.3060645936525
1;4;3;1;1993;6.83151784186097
1;4;3;2;1993;1.31155101861435
1;4;3;3;1993;1.79441963398088
1;4;3;4;1993;0.629361954715121
1;4;3;5;1993;0.0943422191300092
1;4;3;6;1993;0.940695026480529
1;4;3;7;1993;3.09488956657171
1;6;1;1;1993;14.1283032033738
1;6;1;2;1993;2.05585284378775
1;6;1;3;1993;3.92818969473849
1;6;1;4;1993;1.92439408978699
1;6;1;5;1993;0.768969111352971
1;6;1;6;1993;1.55356809528052
1;6;1;7;1993;4.04687221599505
1;6;2;1;1993;0.143883048951321
1;6;2;2;1993;0.0281845651082377
1;6;2;3;1993;0.0795187702779187
1;6;2;4;1993;0.071807217869821
1;6;2;5;1993;0.0110492873028406
1;6;2;6;1993;0.0236866135917853
1;6;2;7;1993;0.114806168010012
1;6;3;1;1993;1.21415604153243
1;6;3;2;1993;0.26717520274578
1;6;3;3;1993;0.389068862542427
1;6;3;4;1993;0.150148863359642
1;6;3;5;1993;0.0466558977800286
1;6;3;6;1993;0.236913016089358
1;6;3;7;1993;0.695282943354899
1;7;1;1;1993;6.20883002300092
1;7;1;2;1993;1.23665296147917
1;7;1;3;1993;2.13634229462881
1;7;1;4;1993;1.16525757058751
1;7;1;5;1993;0.489199003381166
1;7;1;6;1993;0.763811672237525
1;7;1;7;1993;1.86297427950597
1;7;2;1;1993;0.0338736494686106
1;7;2;2;1993;0.00684155830944718
1;7;2;3;1993;0.0140407496747386
1;7;2;4;1993;0.0123686658397769
1;7;2;5;1993;0.00278056109854578
1;7;2;6;1993;0.00478323028667243
1;7;2;7;1993;0.0181110816133896
1;7;3;1;1993;0.187653544945504
1;7;3;2;1993;0.0401972037344674
