region;tkg;species;component;year;bm
2;4;1;5;1997;0.763602618770834
2;4;1;6;1997;1.44814293479021
2;4;1;7;1997;3.80057327320161
2;4;2;1;1997;1.16849131274247
2;4;2;2;1997;0.207769858354521
2;4;2;3;1997;0.64676842471224
2;4;2;4;1997;0.546310217090431
2;4;2;5;1997;0.0671670144318774
2;4;2;6;1997;0.167086896733675
2;4;2;7;1997;0.762085712785253
2;4;3;1;1997;4.01894485261406
2;4;3;2;1997;0.852178105384642
2;4;3;3;1997;1.22754872513751
2;4;3;4;1997;0.48277679464783
2;4;3;5;1997;0.0978084021221986
2;4;3;6;1997;0.665516595877796
2;4;3;7;1997;2.0637115582073
2;6;1;1;1997;8.36739939655506
2;6;1;2;1997;1.52306079671455
2;6;1;3;1997;2.7502466676056
2;6;1;4;1997;1.38588065101802
2;6;1;5;1997;0.616175976677032
2;6;1;6;1997;1.02584678299122
2;6;1;7;1997;2.56889648758141
2;6;2;1;1997;0.171227962190755
2;6;2;2;1997;0.0368436473833035
2;6;2;3;1997;0.122897018355002
2;6;2;4;1997;0.109521604963358
2;6;2;5;1997;0.0112251693042706
2;6;2;6;1997;0.0309123109280092
2;6;2;7;1997;0.146736512427786
2;6;3;1;1997;0.882857313953845
2;6;3;2;1997;0.195422681418999
2;6;3;3;1997;0.316810227150201
2;6;3;4;1997;0.138030169052968
2;6;3;5;1997;0.0301854089273428
2;6;3;6;1997;0.190167566550647
2;6;3;7;1997;0.524234383626835
2;7;1;1;1997;4.65770121139101
2;7;1;2;1997;1.06820524771995
2;7;1;3;1997;1.50837602564867
2;7;1;4;1997;0.889960123448517
2;7;1;5;1997;0.479705334685949
2;7;1;6;1997;0.578309803581768
2;7;1;7;1997;1.41639952317984
2;7;2;1;1997;0.230164043319429
2;7;2;2;1997;0.075812225159717
2;7;2;3;1997;0.0565171333155858
2;7;2;4;1997;0.0442247635354254
2;7;2;5;1997;0.0249513142690521
2;7;2;6;1997;0.0250632447209589
2;7;2;7;1997;0.0568695222794607
2;7;3;1;1997;0.120723184943854
2;7;3;2;1997;0.0251698200367405
2;7;3;3;1997;0.0564784373769475
2;7;3;4;1997;0.0535773358740882
2;7;3;5;1997;0.00220314824454678
2;7;3;6;1997;0.0205698875082522
2;7;3;7;1997;0.0536055602532171
1;1;1;1;1998;6.33370671545352
1;1;1;2;1998;0.451682831905787
1;1;1;3;1998;1.12345187465113
1;1;1;4;1998;0.417988451098625
1;1;1;5;1998;0.307099863153514
1;1;1;6;1998;0.5660395569567
1;1;1;7;1998;1.76182613012199
1;1;2;1;1998;22.3591778445218
1;1;2;2;1998;2.7382749648236
1;1;2;3;1998;7.46340472429934
1;1;2;4;1998;5.15611462679523
1;1;2;5;1998;0.934216072001999
1;1;2;6;1998;2.35061266676094
1;1;2;7;1998;9.01720790374749
1;1;3;1;1998;22.8067363101743
1;1;3;2;1998;3.77066446188997
1;1;3;3;1998;5.06169231820937
1;1;3;4;1998;1.4575231700062
1;1;3;5;1998;0.194184336441979
1;1;3;6;1998;2.27040514954076
1;1;3;7;1998;7.80191909095183
1;2;1;1;1998;16.1697173584273
1;2;1;2;1998;1.32660016904075
1;2;1;3;1998;2.98998479883808
1;2;1;4;1998;1.1638078996061
1;2;1;5;1998;0.696547452136364
1;2;1;6;1998;1.4800310923441
1;2;1;7;1998;4.41971305378971
1;2;2;1;1998;17.7166449950677
1;2;2;2;1998;2.27967130471233
1;2;2;3;1998;6.01675608657531
1;2;2;4;1998;4.43227544828364
1;2;2;5;1998;0.805033869673648
1;2;2;6;1998;1.85014447226817
1;2;2;7;1998;7.49926770947229
1;2;3;1;1998;15.7768595276802
1;2;3;2;1998;2.7422719080403
1;2;3;3;1998;3.566516657953
1;2;3;4;1998;1.07240213498361
1;2;3;5;1998;0.166745905990546
1;2;3;6;1998;1.82658649034274
1;2;3;7;1998;6.17985273402461
1;4;1;1;1998;24.9078938492465
1;4;1;2;1998;2.5075494718383
1;4;1;3;1998;5.11846481937585
1;4;1;4;1998;2.18854256239101
1;4;1;5;1998;1.13566324362757
1;4;1;6;1998;2.3785337958067
1;4;1;7;1998;6.66754299854577
1;4;2;1;1998;2.68606346298159
1;4;2;2;1998;0.419328141626867
1;4;2;3;1998;1.18775628944008
1;4;2;4;1998;0.987633568952452
1;4;2;5;1998;0.143129533853861
1;4;2;6;1998;0.339882880756987
1;4;2;7;1998;1.51399369550706
1;4;3;1;1998;7.68722534906155
1;4;3;2;1998;1.41533597715992
1;4;3;3;1998;1.92508015153107
1;4;3;4;1998;0.665229078358113
1;4;3;5;1998;0.122502138427401
1;4;3;6;1998;1.02544778722778
1;4;3;7;1998;3.44086995097252
1;6;1;1;1998;16.6044029772834
1;6;1;2;1998;2.32231381802214
1;6;1;3;1998;4.33336938240409
1;6;1;4;1998;2.03938153184972
1;6;1;5;1998;0.943600348766399
1;6;1;6;1998;1.79070648769974
1;6;1;7;1998;4.68940140169038
1;6;2;1;1998;0.152230159421448
1;6;2;2;1998;0.0324648821159019
1;6;2;3;1998;0.089135553897438
1;6;2;4;1998;0.0815054510596917
1;6;2;5;1998;0.013935380024288
1;6;2;6;1998;0.0284467692821459
1;6;2;7;1998;0.140788327837278
1;6;3;1;1998;1.35386274012697
1;6;3;2;1998;0.3020459982886
1;6;3;3;1998;0.430483212853808
1;6;3;4;1998;0.168694546722897
1;6;3;5;1998;0.0562165384432969
1;6;3;6;1998;0.290807188275311
1;6;3;7;1998;0.848912805501318
1;7;1;1;1998;5.92727158109557
1;7;1;2;1998;1.17006849186394
1;7;1;3;1998;2.05035850437584
1;7;1;4;1998;1.05385485891268
1;7;1;5;1998;0.458742286751391
1;7;1;6;1998;0.742925001706873
1;7;1;7;1998;1.82436013062879
1;7;2;1;1998;0
1;7;2;2;1998;0
1;7;2;3;1998;0
1;7;2;4;1998;0
1;7;2;5;1998;0
1;7;2;6;1998;0
1;7;2;7;1998;0
1;7;3;1;1998;0.0609191484934439
1;7;3;2;1998;0.0138698284964877
1;7;3;3;1998;0.0326319218783676
1;7;3;4;1998;0.0173458048788709
1;7;3;5;1998;0.000130316386106238
1;7;3;6;1998;0.00864232038498301
1;7;3;7;1998;0.0233456789611715
2;1;1;1;1998;4.14764439950974
2;1;1;2;1998;0.457766857674395
2;1;1;3;1998;1.09917011518615
2;1;1;4;1998;0.473258224044817
2;1;1;5;1998;0.237631778162725
2;1;1;6;1998;0.452494596090885
2;1;1;7;1998;1.26585657204146
2;1;2;1;1998;5.94297086701722
2;1;2;2;1998;0.929795290444963
2;1;2;3;1998;2.87987742381616
2;1;2;4;1998;2.1671228783039
2;1;2;5;1998;0.289367808238978
2;1;2;6;1998;0.754189686983183
2;1;2;7;1998;3.12413024639119
2;1;3;1;1998;19.8376913686472
2;1;3;2;1998;3.81983354628161
2;1;3;3;1998;5.42702435416536
2;1;3;4;1998;1.84230777460011
2;1;3;5;1998;0.412247905270135
2;1;3;6;1998;2.48652026095409
2;1;3;7;1998;7.82794101175946
2;2;1;1;1998;10.0232818807129
2;2;1;2;1998;1.17447601247213
2;2;1;3;1998;2.49587943142259
2;2;1;4;1998;1.1011457103
2;2;1;5;1998;0.544221880161076
2;2;1;6;1998;1.07248426495023
2;2;1;7;1998;2.95379754322707
2;2;2;1;1998;7.05027093803664
2;2;2;2;1998;1.04384064968836
2;2;2;3;1998;3.01305234003635
2;2;2;4;1998;2.29286308033062
2;2;2;5;1998;0.350931252551899
2;2;2;6;1998;0.826050264053829
2;2;2;7;1998;3.50322788381467
2;2;3;1;1998;12.5212759626315
2;2;3;2;1998;2.45950344214101
2;2;3;3;1998;3.37615355894497
2;2;3;4;1998;1.17350735781307
2;2;3;5;1998;0.228288625379045
2;2;3;6;1998;1.65410197499341
2;2;3;7;1998;5.33803025836197
2;4;1;1;1998;13.4372131476868
2;4;1;2;1998;1.87976326893515
2;4;1;3;1998;3.67906566289867
2;4;1;4;1998;1.71770347302757
2;4;1;5;1998;0.786152230191322
2;4;1;6;1998;1.49392205109761
2;4;1;7;1998;3.9285881513315
2;4;2;1;1998;1.21372974404899
2;4;2;2;1998;0.215405277465795
2;4;2;3;1998;0.670964496363446
2;4;2;4;1998;0.57026080294559
2;4;2;5;1998;0.0687950133088343
2;4;2;6;1998;0.173222286736893
2;4;2;7;1998;0.789831447406065
2;4;3;1;1998;4.09237613239189
2;4;3;2;1998;0.855270653214922
2;4;3;3;1998;1.24695247595562
2;4;3;4;1998;0.48792895581177
2;4;3;5;1998;0.0953892175225495
2;4;3;6;1998;0.67970576923474
2;4;3;7;1998;2.11124894796841
2;6;1;1;1998;8.56290095902011
2;6;1;2;1998;1.54858294463252
2;6;1;3;1998;2.7850800647865
2;6;1;4;1998;1.39709656448994
2;6;1;5;1998;0.636656478951009
2;6;1;6;1998;1.0468578100695
2;6;1;7;1998;2.62440485767133
2;6;2;1;1998;0.167248587865233
2;6;2;2;1998;0.0350991113413787
2;6;2;3;1998;0.118141797507257
2;6;2;4;1998;0.103018189975893
2;6;2;5;1998;0.010464635594372
2;6;2;6;1998;0.0291524597256799
2;6;2;7;1998;0.137215344837224
2;6;3;1;1998;0.940133664362993
2;6;3;2;1998;0.203403876537811
2;6;3;3;1998;0.331504749527435
2;6;3;4;1998;0.143975501088422
2;6;3;5;1998;0.0309525120412342
2;6;3;6;1998;0.199533428612265
2;6;3;7;1998;0.555341952190449
2;7;1;1;1998;4.36765753004379
2;7;1;2;1998;0.988101824940827
2;7;1;3;1998;1.37528683669119
2;7;1;4;1998;0.800927334493017
2;7;1;5;1998;0.468067874533557
2;7;1;6;1998;0.538422879205785
2;7;1;7;1998;1.32878972457396
2;7;2;1;1998;0.184131234655543
2;7;2;2;1998;0.0606497801277736
2;7;2;3;1998;0.0452137066524687
2;7;2;4;1998;0.0353798108283403
2;7;2;5;1998;0.0199610514152417
2;7;2;6;1998;0.0200505957767672
2;7;2;7;1998;0.0454956178235686
2;7;3;1;1998;0.0965785479550829
2;7;3;2;1998;0.0201358560293924
2;7;3;3;1998;0.045182749901558
2;7;3;4;1998;0.0428618686992706
2;7;3;5;1998;0.00176251859563743
2;7;3;6;1998;0.0164559100066017
2;7;3;7;1998;0.0428844482025737
1;1;1;1;1999;6.62583056854558
1;1;1;2;1999;0.467742217828045
1;1;1;3;1999;1.1715413638971
1;1;1;4;1999;0.435386245238378
1;1;1;5;1999;0.31382627196602
1;1;1;6;1999;0.588382363577281
1;1;1;7;1999;1.83459781152352
1;1;2;1;1999;22.0328383989012
1;1;2;2;1999;2.70397617956808
1;1;2;3;1999;7.37262723683823
1;1;2;4;1999;5.13490140453933
1;1;2;5;1999;0.920826777653844
1;1;2;6;1999;2.31678696936314
1;1;2;7;1999;8.90773118610295
1;1;3;1;1999;23.2397453235616
1;1;3;2;1999;3.82510201926428
1;1;3;3;1999;5.14067685430327
1;1;3;4;1999;1.46926158530583
1;1;3;5;1999;0.197032838787523
1;1;3;6;1999;2.30789695644041
1;1;3;7;1999;7.93115364926117
1;2;1;1;1999;16.5465489304984
1;2;1;2;1999;1.34693252920913
1;2;1;3;1999;3.02565455524
1;2;1;4;1999;1.18070412473871
1;2;1;5;1999;0.706316164341264
1;2;1;6;1999;1.50520583926561
1;2;1;7;1999;4.49465851065038
1;2;2;1;1999;17.7512087603044
1;2;2;2;1999;2.28349625979012
1;2;2;3;1999;6.04028445892787
1;2;2;4;1999;4.46442670354014
1;2;2;5;1999;0.803930747176003
1;2;2;6;1999;1.85465908110892
1;2;2;7;1999;7.51841690154314
1;2;3;1;1999;15.8679782171676
1;2;3;2;1999;2.74346458251114
1;2;3;3;1999;3.56687470305303
1;2;3;4;1999;1.0680584065524
1;2;3;5;1999;0.162538054615327
1;2;3;6;1999;1.82001664077872
1;2;3;7;1999;6.18145043960742
1;4;1;1;1999;25.5812635182657
1;4;1;2;1999;2.54301187361977
1;4;1;3;1999;5.19510804735513
1;4;1;4;1999;2.21552856501687
1;4;1;5;1999;1.15311086310148
1;4;1;6;1999;2.42752329150843
1;4;1;7;1999;6.81749913077224
1;4;2;1;1999;2.67985438644417
1;4;2;2;1999;0.416916077663901
1;4;2;3;1999;1.18418243898606
1;4;2;4;1999;0.989391969524598
1;4;2;5;1999;0.140659896142707
1;4;2;6;1999;0.3371003585445
1;4;2;7;1999;1.4998188479657
1;4;3;1;1999;7.70778897518496
1;4;3;2;1999;1.41182766312154
1;4;3;3;1999;1.91837661020229
1;4;3;4;1999;0.663155146789817
1;4;3;5;1999;0.120267969975348
1;4;3;6;1999;1.02539756300382
1;4;3;7;1999;3.44756467411471
1;6;1;1;1999;17.1906775547916
1;6;1;2;1999;2.36514560166381
1;6;1;3;1999;4.41058848128054
1;6;1;4;1999;2.0658982778587
1;6;1;5;1999;0.960034993011941
1;6;1;6;1999;1.83830260593755
1;6;1;7;1999;4.82542091882432
1;6;2;1;1999;0.168652093585045
1;6;2;2;1999;0.034370276929241
1;6;2;3;1999;0.0968893933951123
1;6;2;4;1999;0.0864685736663602
1;6;2;5;1999;0.014073850245637
1;6;2;6;1999;0.0298855519554963
1;6;2;7;1999;0.14620726497805
1;6;3;1;1999;1.40390659222117
1;6;3;2;1999;0.304962776652016
1;6;3;3;1999;0.434798871526727
1;6;3;4;1999;0.171664980861848
1;6;3;5;1999;0.0552173584374965
1;6;3;6;1999;0.286358238865259
1;6;3;7;1999;0.850020860339497
1;7;1;1;1999;6.10535657353115
1;7;1;2;1999;1.18085549641763
1;7;1;3;1999;2.11245934225761
1;7;1;4;1999;1.07299214440695
1;7;1;5;1999;0.4617271821795
1;7;1;6;1999;0.763932227711488
1;7;1;7;1999;1.8896586310211
1;7;2;1;1999;0
1;7;2;2;1999;0
1;7;2;3;1999;0
1;7;2;4;1999;0
1;7;2;5;1999;0
1;7;2;6;1999;0
1;7;2;7;1999;0
1;7;3;1;1999;0.138027927697451
1;7;3;2;1999;0.0282911943879547
1;7;3;3;1999;0.0614324105822377
1;7;3;4;1999;0.034001457696434
1;7;3;5;1999;0.00134788556202626
1;7;3;6;1999;0.0188674366499333
1;7;3;7;1999;0.0558237515940736
2;1;1;1;1999;4.07837803744729
2;1;1;2;1999;0.445673442975253
2;1;1;3;1999;1.07387918333899
2;1;1;4;1999;0.461657614508152
2;1;1;5;1999;0.230906415192493
2;1;1;6;1999;0.443289600085894
2;1;1;7;1999;1.24322937939377
2;1;2;1;1999;6.18573307057585
2;1;2;2;1999;0.962301946521119
2;1;2;3;1999;2.98629665493106
2;1;2;4;1999;2.24531677631702
2;1;2;5;1999;0.298166391703175
2;1;2;6;1999;0.780361198039721
2;1;2;7;1999;3.22550631742442
2;1;3;1;1999;20.366620744427
2;1;3;2;1999;3.84735662816857
2;1;3;3;1999;5.4920652955096
2;1;3;4;1999;1.84774680587981
2;1;3;5;1999;0.416058628938999
2;1;3;6;1999;2.52398249553447
2;1;3;7;1999;7.98067461176985
2;2;1;1;1999;10.4467308997574
2;2;1;2;1999;1.21222984806074
2;2;1;3;1999;2.58159968689967
2;2;1;4;1999;1.13571688971783
2;2;1;5;1999;0.563199454916136
2;2;1;6;1999;1.11548554465189
2;2;1;7;1999;3.0794921884974
2;2;2;1;1999;7.23583610809485
2;2;2;2;1999;1.07428994428903
2;2;2;3;1999;3.11353156925857
2;2;2;4;1999;2.37689858710573
2;2;2;5;1999;0.359559346788206
2;2;2;6;1999;0.851258524969952
2;2;2;7;1999;3.61042340043763
2;2;3;1;1999;12.7576914963044
2;2;3;2;1999;2.46496238097651
2;2;3;3;1999;3.41608789785381
2;2;3;4;1999;1.18073320777591
2;2;3;5;1999;0.230232714247069
2;2;3;6;1999;1.67222655663653
2;2;3;7;1999;5.39915724880846
2;4;1;1;1999;13.8920437461293
2;4;1;2;1999;1.92346997848695
2;4;1;3;1999;3.7691830636377
2;4;1;4;1999;1.75148312239283
2;4;1;5;1999;0.80870184161181
2;4;1;6;1999;1.53970116740501
2;4;1;7;1999;4.05660302946138
2;4;2;1;1999;1.25896817535551
2;4;2;2;1999;0.223040696577068
2;4;2;3;1999;0.695160568014652
2;4;2;4;1999;0.594211388800748
2;4;2;5;1999;0.0704230121857911
2;4;2;6;1999;0.17935767674011
2;4;2;7;1999;0.817577182026877
2;4;3;1;1999;4.16580741216972
2;4;3;2;1999;0.858363201045202
2;4;3;3;1999;1.26635622677374
2;4;3;4;1999;0.49308111697571
2;4;3;5;1999;0.0929700329229004
2;4;3;6;1999;0.693894942591684
2;4;3;7;1999;2.15878633772952
2;6;1;1;1999;8.75840252148517
2;6;1;2;1999;1.57410509255049
2;6;1;3;1999;2.81991346196741
2;6;1;4;1999;1.40831247796185
2;6;1;5;1999;0.657136981224986
2;6;1;6;1999;1.06786883714777
2;6;1;7;1999;2.67991322776126
2;6;2;1;1999;0.163269213539711
2;6;2;2;1999;0.0333545752994539
2;6;2;3;1999;0.113386576659512
2;6;2;4;1999;0.0965147749884284
2;6;2;5;1999;0.00970410188447348
2;6;2;6;1999;0.0273926085233506
2;6;2;7;1999;0.127694177246662
2;6;3;1;1999;0.997410014772141
2;6;3;2;1999;0.211385071656623
2;6;3;3;1999;0.34619927190467
2;6;3;4;1999;0.149920833123875
2;6;3;5;1999;0.0317196151551255
2;6;3;6;1999;0.208899290673883
2;6;3;7;1999;0.586449520754064
2;7;1;1;1999;4.07761384869659
2;7;1;2;1999;0.907998402161708
2;7;1;3;1999;1.24219764773372
2;7;1;4;1999;0.711894545537516
2;7;1;5;1999;0.456430414381166
2;7;1;6;1999;0.498535954829801
2;7;1;7;1999;1.24117992596807
2;7;2;1;1999;0.138098425991657
2;7;2;2;1999;0.0454873350958302
2;7;2;3;1999;0.0339102799893515
2;7;2;4;1999;0.0265348581212553
2;7;2;5;1999;0.0149707885614312
2;7;2;6;1999;0.0150379468325754
2;7;2;7;1999;0.0341217133676764
2;7;3;1;1999;0.0724339109663122
2;7;3;2;1999;0.0151018920220443
2;7;3;3;1999;0.0338870624261685
2;7;3;4;1999;0.0321464015244529
2;7;3;5;1999;0.00132188894672807
2;7;3;6;1999;0.0123419325049513
2;7;3;7;1999;0.0321633361519303
1;1;1;1;2000;6.91795442163764
1;1;1;2;2000;0.483801603750304
1;1;1;3;2000;1.21963085314307
1;1;1;4;2000;0.45278403937813
1;1;1;5;2000;0.320552680778527
1;1;1;6;2000;0.610725170197861
1;1;1;7;2000;1.90736949292505
1;1;2;1;2000;21.7064989532807
1;1;2;2;2000;2.66967739431256
1;1;2;3;2000;7.28184974937711
1;1;2;4;2000;5.11368818228343
1;1;2;5;2000;0.907437483305689
1;1;2;6;2000;2.28296127196534
1;1;2;7;2000;8.79825446845842
1;1;3;1;2000;23.6727543369489
1;1;3;2;2000;3.87953957663859
1;1;3;3;2000;5.21966139039716
1;1;3;4;2000;1.48100000060546
1;1;3;5;2000;0.199881341133067
1;1;3;6;2000;2.34538876334005
1;1;3;7;2000;8.0603882075705
1;2;1;1;2000;16.9233805025696
1;2;1;2;2000;1.36726488937752
1;2;1;3;2000;3.06132431164193
1;2;1;4;2000;1.19760034987132
1;2;1;5;2000;0.716084876546164
1;2;1;6;2000;1.53038058618711
1;2;1;7;2000;4.56960396751105
1;2;2;1;2000;17.7857725255411
1;2;2;2;2000;2.28732121486792
1;2;2;3;2000;6.06381283128042
1;2;2;4;2000;4.49657795879663
1;2;2;5;2000;0.802827624678359
1;2;2;6;2000;1.85917368994967
1;2;2;7;2000;7.537566093614
1;2;3;1;2000;15.959096906655
1;2;3;2;2000;2.74465725698198
1;2;3;3;2000;3.56723274815305
1;2;3;4;2000;1.06371467812119
1;2;3;5;2000;0.158330203240109
1;2;3;6;2000;1.8134467912147
1;2;3;7;2000;6.18304814519024
1;4;1;1;2000;26.2546331872848
1;4;1;2;2000;2.57847427540124
1;4;1;3;2000;5.27175127533441
1;4;1;4;2000;2.24251456764274
1;4;1;5;2000;1.17055848257539
1;4;1;6;2000;2.47651278721015
1;4;1;7;2000;6.96745526299871
1;4;2;1;2000;2.67364530990676
1;4;2;2;2000;0.414504013700935
1;4;2;3;2000;1.18060858853204
1;4;2;4;2000;0.991150370096745
1;4;2;5;2000;0.138190258431553
1;4;2;6;2000;0.334317836332012
1;4;2;7;2000;1.48564400042433
1;4;3;1;2000;7.72835260130837
1;4;3;2;2000;1.40831934908315
1;4;3;3;2000;1.91167306887351
1;4;3;4;2000;0.661081215221522
1;4;3;5;2000;0.118033801523296
1;4;3;6;2000;1.02534733877987
1;4;3;7;2000;3.45425939725689
1;6;1;1;2000;17.7769521322998
1;6;1;2;2000;2.40797738530548
1;6;1;3;2000;4.48780758015699
1;6;1;4;2000;2.09241502386768
1;6;1;5;2000;0.976469637257483
1;6;1;6;2000;1.88589872417537
1;6;1;7;2000;4.96144043595827
1;6;2;1;2000;0.185074027748643
1;6;2;2;2000;0.03627567174258
1;6;2;3;2000;0.104643232892787
1;6;2;4;2000;0.0914316962730286
1;6;2;5;2000;0.0142123204669859
1;6;2;6;2000;0.0313243346288467
1;6;2;7;2000;0.151626202118822
1;6;3;1;2000;1.45395044431538
1;6;3;2;2000;0.307879555015432
1;6;3;3;2000;0.439114530199647
1;6;3;4;2000;0.1746354150008
1;6;3;5;2000;0.054218178431696
1;6;3;6;2000;0.281909289455207
1;6;3;7;2000;0.851128915177677
1;7;1;1;2000;6.28344156596672
1;7;1;2;2000;1.19164250097133
1;7;1;3;2000;2.17456018013939
1;7;1;4;2000;1.09212942990121
1;7;1;5;2000;0.464712077607609
1;7;1;6;2000;0.784939453716104
1;7;1;7;2000;1.95495713141341
1;7;2;1;2000;0
1;7;2;2;2000;0
1;7;2;3;2000;0
1;7;2;4;2000;0
1;7;2;5;2000;0
1;7;2;6;2000;0
1;7;2;7;2000;0
1;7;3;1;2000;0.215136706901459
1;7;3;2;2000;0.0427125602794217
1;7;3;3;2000;0.0902328992861078
1;7;3;4;2000;0.0506571105139971
1;7;3;5;2000;0.00256545473794628
1;7;3;6;2000;0.0290925529148837
1;7;3;7;2000;0.0883018242269758
2;1;1;1;2000;4.00911167538484
2;1;1;2;2000;0.433580028276111
2;1;1;3;2000;1.04858825149183
2;1;1;4;2000;0.450057004971487
2;1;1;5;2000;0.224181052222262
2;1;1;6;2000;0.434084604080903
2;1;1;7;2000;1.22060218674607
2;1;2;1;2000;6.42849527413448
2;1;2;2;2000;0.994808602597276
2;1;2;3;2000;3.09271588604596
2;1;2;4;2000;2.32351067433014
2;1;2;5;2000;0.306964975167371
2;1;2;6;2000;0.80653270909626
2;1;2;7;2000;3.32688238845765
2;1;3;1;2000;20.8955501202069
2;1;3;2;2000;3.87487971005553
2;1;3;3;2000;5.55710623685385
2;1;3;4;2000;1.8531858371595
2;1;3;5;2000;0.419869352607862
2;1;3;6;2000;2.56144473011486
2;1;3;7;2000;8.13340821178023
2;2;1;1;2000;10.8701799188018
2;2;1;2;2000;1.24998368364936
2;2;1;3;2000;2.66731994237675
2;2;1;4;2000;1.17028806913566
2;2;1;5;2000;0.582177029671196
2;2;1;6;2000;1.15848682435354
2;2;1;7;2000;3.20518683376772
2;2;2;1;2000;7.42140127815305
2;2;2;2;2000;1.1047392388897
2;2;2;3;2000;3.21401079848078
2;2;2;4;2000;2.46093409388083
2;2;2;5;2000;0.368187441024514
2;2;2;6;2000;0.876466785886076
2;2;2;7;2000;3.71761891706058
2;2;3;1;2000;12.9941070299772
2;2;3;2;2000;2.470421319812
2;2;3;3;2000;3.45602223676265
2;2;3;4;2000;1.18795905773876
2;2;3;5;2000;0.232176803115093
2;2;3;6;2000;1.69035113827964
2;2;3;7;2000;5.46028423925495
2;4;1;1;2000;14.3468743445717
2;4;1;2;2000;1.96717668803874
2;4;1;3;2000;3.85930046437673
2;4;1;4;2000;1.7852627717581
2;4;1;5;2000;0.831251453032298
2;4;1;6;2000;1.5854802837124
2;4;1;7;2000;4.18461790759127
2;4;2;1;2000;1.30420660666202
2;4;2;2;2000;0.230676115688342
2;4;2;3;2000;0.719356639665857
2;4;2;4;2000;0.618161974655907
2;4;2;5;2000;0.072051011062748
2;4;2;6;2000;0.185493066743328
2;4;2;7;2000;0.84532291664769
2;4;3;1;2000;4.23923869194754
2;4;3;2;2000;0.861455748875482
2;4;3;3;2000;1.28575997759186
2;4;3;4;2000;0.498233278139651
2;4;3;5;2000;0.0905508483232512
2;4;3;6;2000;0.708084115948628
2;4;3;7;2000;2.20632372749064
2;6;1;1;2000;8.95390408395023
2;6;1;2;2000;1.59962724046845
2;6;1;3;2000;2.85474685914831
2;6;1;4;2000;1.41952839143377
2;6;1;5;2000;0.677617483498963
2;6;1;6;2000;1.08887986422605
2;6;1;7;2000;2.73542159785119
2;6;2;1;2000;0.159289839214189
2;6;2;2;2000;0.0316100392575291
2;6;2;3;2000;0.108631355811767
2;6;2;4;2000;0.0900113600009637
2;6;2;5;2000;0.00894356817457494
2;6;2;6;2000;0.0256327573210213
2;6;2;7;2000;0.118173009656099
2;6;3;1;2000;1.05468636518129
2;6;3;2;2000;0.219366266775435
2;6;3;3;2000;0.360893794281905
2;6;3;4;2000;0.155866165159328
2;6;3;5;2000;0.0324867182690168
2;6;3;6;2000;0.218265152735501
2;6;3;7;2000;0.617557089317678
2;7;1;1;2000;3.78757016734937
2;7;1;2;2000;0.827894979382589
2;7;1;3;2000;1.10910845877624
2;7;1;4;2000;0.622861756582015
2;7;1;5;2000;0.444792954228775
2;7;1;6;2000;0.458649030453818
2;7;1;7;2000;1.15357012736219
2;7;2;1;2000;0.0920656173277716
2;7;2;2;2000;0.0303248900638868
2;7;2;3;2000;0.0226068533262343
2;7;2;4;2000;0.0176899054141702
2;7;2;5;2000;0.00998052570762083
2;7;2;6;2000;0.0100252978883836
2;7;2;7;2000;0.0227478089117843
2;7;3;1;2000;0.0482892739775415
2;7;3;2;2000;0.0100679280146962
2;7;3;3;2000;0.022591374950779
2;7;3;4;2000;0.0214309343496353
2;7;3;5;2000;0.000881259297818713
2;7;3;6;2000;0.00822795500330087
2;7;3;7;2000;0.0214422241012868
1;1;1;1;2001;7.2100782747297
1;1;1;2;2001;0.499860989672562
1;1;1;3;2001;1.26772034238904
1;1;1;4;2001;0.470181833517883
1;1;1;5;2001;0.327279089591033
1;1;1;6;2001;0.633067976818442
1;1;1;7;2001;1.98014117432659
1;1;2;1;2001;21.3801595076601
1;1;2;2;2001;2.63537860905704
1;1;2;3;2001;7.191072261916
1;1;2;4;2001;5.09247496002753
1;1;2;5;2001;0.894048188957534
1;1;2;6;2001;2.24913557456754
1;1;2;7;2001;8.68877775081388
1;1;3;1;2001;24.1057633503362
1;1;3;2;2001;3.93397713401291
1;1;3;3;2001;5.29864592649105
1;1;3;4;2001;1.49273841590509
1;1;3;5;2001;0.202729843478611
1;1;3;6;2001;2.38288057023969
1;1;3;7;2001;8.18962276587984
1;2;1;1;2001;17.3002120746408
1;2;1;2;2001;1.3875972495459
1;2;1;3;2001;3.09699406804385
1;2;1;4;2001;1.21449657500393
1;2;1;5;2001;0.725853588751064
1;2;1;6;2001;1.55555533310862
1;2;1;7;2001;4.64454942437172
1;2;2;1;2001;17.8203362907777
1;2;2;2;2001;2.29114616994571
1;2;2;3;2001;6.08734120363298
1;2;2;4;2001;4.52872921405312
1;2;2;5;2001;0.801724502180714
1;2;2;6;2001;1.86368829879042
1;2;2;7;2001;7.55671528568485
1;2;3;1;2001;16.0502155961425
1;2;3;2;2001;2.74584993145281
1;2;3;3;2001;3.56759079325307
1;2;3;4;2001;1.05937094968998
1;2;3;5;2001;0.154122351864891
1;2;3;6;2001;1.80687694165068
1;2;3;7;2001;6.18464585077305
1;4;1;1;2001;26.928002856304
1;4;1;2;2001;2.6139366771827
1;4;1;3;2001;5.34839450331368
1;4;1;4;2001;2.2695005702686
1;4;1;5;2001;1.18800610204931
1;4;1;6;2001;2.52550228291188
